vector_id,label,vector_path,image_id,object_id
ae12720b-0cc0-44b2-b3b9-dce86c2acbf4,0,/Users/alecsong/School/capstone/embeddings/ae12720b-0cc0-44b2-b3b9-dce86c2acbf4.pt,1397,440484
79891405-b168-42d3-9dab-63c7f8f21db3,26,/Users/alecsong/School/capstone/embeddings/79891405-b168-42d3-9dab-63c7f8f21db3.pt,1569,1172440
55e80519-45fb-4484-ace3-efd9bec4a11a,69,/Users/alecsong/School/capstone/embeddings/55e80519-45fb-4484-ace3-efd9bec4a11a.pt,1573,1980758
e2d5898c-48f5-46ba-851c-be9c4ccad2aa,32,/Users/alecsong/School/capstone/embeddings/e2d5898c-48f5-46ba-851c-be9c4ccad2aa.pt,1682,1854590
8ff721cb-9f78-4e65-bd72-0b713366ef6c,0,/Users/alecsong/School/capstone/embeddings/8ff721cb-9f78-4e65-bd72-0b713366ef6c.pt,1732,458820
0b1c81ec-78bf-4d69-8fd0-06d65030ba94,39,/Users/alecsong/School/capstone/embeddings/0b1c81ec-78bf-4d69-8fd0-06d65030ba94.pt,2083,80107
39c5d859-7526-47a8-84c6-f40d5a7ecdf3,0,/Users/alecsong/School/capstone/embeddings/39c5d859-7526-47a8-84c6-f40d5a7ecdf3.pt,2154,2006711
5ea1c4f4-bdec-497a-b26a-636e436175b0,33,/Users/alecsong/School/capstone/embeddings/5ea1c4f4-bdec-497a-b26a-636e436175b0.pt,2209,42338
48467eb6-ef2a-4bf3-baba-c1cdf5ffeead,15,/Users/alecsong/School/capstone/embeddings/48467eb6-ef2a-4bf3-baba-c1cdf5ffeead.pt,2349,52557
034a36ed-6051-4a26-83fd-a7764d4a3577,63,/Users/alecsong/School/capstone/embeddings/034a36ed-6051-4a26-83fd-a7764d4a3577.pt,2448,332331
b894e309-faaa-4d8d-84e1-5537784da418,50,/Users/alecsong/School/capstone/embeddings/b894e309-faaa-4d8d-84e1-5537784da418.pt,2466,2114999
0dc92cca-43e4-4c8f-bb61-a52f8dc5b603,24,/Users/alecsong/School/capstone/embeddings/0dc92cca-43e4-4c8f-bb61-a52f8dc5b603.pt,2563,568346
d7eff78a-3244-43db-b621-7230566ae602,67,/Users/alecsong/School/capstone/embeddings/d7eff78a-3244-43db-b621-7230566ae602.pt,2567,1976600
5333d39e-085d-47b7-85a1-c62ffba776b3,75,/Users/alecsong/School/capstone/embeddings/5333d39e-085d-47b7-85a1-c62ffba776b3.pt,2602,1658839
26d56f3a-9a8a-4617-83ed-90a194e282b0,73,/Users/alecsong/School/capstone/embeddings/26d56f3a-9a8a-4617-83ed-90a194e282b0.pt,2608,1149436
86815296-87e9-4d95-93bd-d18314422558,9,/Users/alecsong/School/capstone/embeddings/86815296-87e9-4d95-93bd-d18314422558.pt,2621,402623
af227ea3-fb27-4a70-973d-826f05a15430,27,/Users/alecsong/School/capstone/embeddings/af227ea3-fb27-4a70-973d-826f05a15430.pt,2658,295383
5d07b909-e962-431a-beb7-5fcc1d86f962,36,/Users/alecsong/School/capstone/embeddings/5d07b909-e962-431a-beb7-5fcc1d86f962.pt,2782,1781331
f7e99403-bf22-4edf-8dd3-a339a4435a5c,2,/Users/alecsong/School/capstone/embeddings/f7e99403-bf22-4edf-8dd3-a339a4435a5c.pt,2860,1351284
8bb29606-32a6-431d-84f4-eb5da8980fe5,0,/Users/alecsong/School/capstone/embeddings/8bb29606-32a6-431d-84f4-eb5da8980fe5.pt,2867,1168967
70a6b628-5d6c-4446-b4c4-a056c28894a9,60,/Users/alecsong/School/capstone/embeddings/70a6b628-5d6c-4446-b4c4-a056c28894a9.pt,2992,1960089
004af7d6-dd6a-4a93-9538-bc378c4d8c90,2,/Users/alecsong/School/capstone/embeddings/004af7d6-dd6a-4a93-9538-bc378c4d8c90.pt,3035,1772143
dc23d138-e60d-4073-978f-17f3fd2a3b4a,0,/Users/alecsong/School/capstone/embeddings/dc23d138-e60d-4073-978f-17f3fd2a3b4a.pt,3197,198188
ade499e8-c6ea-4955-8a92-66ace0c7d245,0,/Users/alecsong/School/capstone/embeddings/ade499e8-c6ea-4955-8a92-66ace0c7d245.pt,3209,193749
e8aaa504-2af4-42fa-bb59-37b5c9b220b0,65,/Users/alecsong/School/capstone/embeddings/e8aaa504-2af4-42fa-bb59-37b5c9b220b0.pt,3353,1972923
48f3ed63-0d01-4563-b5d6-72cffd79e4dd,27,/Users/alecsong/School/capstone/embeddings/48f3ed63-0d01-4563-b5d6-72cffd79e4dd.pt,3366,1688359
c770d7ad-c98e-4c9a-a7d3-e1c787c62403,0,/Users/alecsong/School/capstone/embeddings/c770d7ad-c98e-4c9a-a7d3-e1c787c62403.pt,3382,462861
c365b6de-3122-4111-bbe1-507f4ec89335,66,/Users/alecsong/School/capstone/embeddings/c365b6de-3122-4111-bbe1-507f4ec89335.pt,3382,2136630
5f10b26a-ab0b-425d-b393-4eb04694145b,47,/Users/alecsong/School/capstone/embeddings/5f10b26a-ab0b-425d-b393-4eb04694145b.pt,3742,1550544
e786b2b8-3a7d-4c61-9876-a112e067ec06,56,/Users/alecsong/School/capstone/embeddings/e786b2b8-3a7d-4c61-9876-a112e067ec06.pt,3915,2120251
ccd7acab-983c-49dd-a457-196751c766b4,0,/Users/alecsong/School/capstone/embeddings/ccd7acab-983c-49dd-a457-196751c766b4.pt,3983,1251313
f5b4b5f8-f456-446f-84ed-35fe309e9609,0,/Users/alecsong/School/capstone/embeddings/f5b4b5f8-f456-446f-84ed-35fe309e9609.pt,4108,1722617
ebb532f5-754c-49fd-ab88-c77f40e3bee0,41,/Users/alecsong/School/capstone/embeddings/ebb532f5-754c-49fd-ab88-c77f40e3bee0.pt,4108,2214544
ef6b6c10-2879-4a20-b1be-db6bdd00c8e4,56,/Users/alecsong/School/capstone/embeddings/ef6b6c10-2879-4a20-b1be-db6bdd00c8e4.pt,4175,384666
fac5567b-cfdb-4a23-9dcc-af3f8a481bf9,0,/Users/alecsong/School/capstone/embeddings/fac5567b-cfdb-4a23-9dcc-af3f8a481bf9.pt,4180,202459
1a1ff46a-9254-4562-bcc3-cb921803c531,27,/Users/alecsong/School/capstone/embeddings/1a1ff46a-9254-4562-bcc3-cb921803c531.pt,4259,296405
4c5d696c-4974-44ab-abf1-711fa34fc707,17,/Users/alecsong/School/capstone/embeddings/4c5d696c-4974-44ab-abf1-711fa34fc707.pt,4259,1832487
eac4cc1d-0afb-43f5-b7b1-8a5401dc08e0,2,/Users/alecsong/School/capstone/embeddings/eac4cc1d-0afb-43f5-b7b1-8a5401dc08e0.pt,4275,363271
0f3c3577-e779-4206-add9-8cf622d843c2,41,/Users/alecsong/School/capstone/embeddings/0f3c3577-e779-4206-add9-8cf622d843c2.pt,4296,678317
5080c5af-c586-474b-b4a4-414f1cde60bb,1,/Users/alecsong/School/capstone/embeddings/5080c5af-c586-474b-b4a4-414f1cde60bb.pt,4331,130510
01d1b8f1-1645-4567-b571-aaf3f167ad32,0,/Users/alecsong/School/capstone/embeddings/01d1b8f1-1645-4567-b571-aaf3f167ad32.pt,4375,1267637
b7e4377a-127a-4300-874e-f5a687f87bd6,27,/Users/alecsong/School/capstone/embeddings/b7e4377a-127a-4300-874e-f5a687f87bd6.pt,4438,297916
596e722e-cdec-47f2-8af4-ba8f073d26b4,25,/Users/alecsong/School/capstone/embeddings/596e722e-cdec-47f2-8af4-ba8f073d26b4.pt,4489,1426828
575548e3-d052-490a-b7d7-c10c494d61ca,37,/Users/alecsong/School/capstone/embeddings/575548e3-d052-490a-b7d7-c10c494d61ca.pt,4549,1863298
1ac0047a-ac3f-4700-b4d4-3632bd91dac2,0,/Users/alecsong/School/capstone/embeddings/1ac0047a-ac3f-4700-b4d4-3632bd91dac2.pt,4554,512055
21ab7580-210e-4c56-b726-6ed7b8c27359,74,/Users/alecsong/School/capstone/embeddings/21ab7580-210e-4c56-b726-6ed7b8c27359.pt,4555,339774
1f3cc9ca-6ee6-4758-8b07-e351a50bc5a6,0,/Users/alecsong/School/capstone/embeddings/1f3cc9ca-6ee6-4758-8b07-e351a50bc5a6.pt,4616,1243961
708757f5-5f2b-4016-ad9f-c750cf9f5c10,42,/Users/alecsong/School/capstone/embeddings/708757f5-5f2b-4016-ad9f-c750cf9f5c10.pt,4642,687027
59a1e3d7-be4f-4740-9f75-4b68ffd6875c,22,/Users/alecsong/School/capstone/embeddings/59a1e3d7-be4f-4740-9f75-4b68ffd6875c.pt,4754,591018
9c860ffd-99f0-48b7-92e7-14224927c554,41,/Users/alecsong/School/capstone/embeddings/9c860ffd-99f0-48b7-92e7-14224927c554.pt,4764,1510115
73f6e234-188b-4320-8c2d-ba90e003af8f,0,/Users/alecsong/School/capstone/embeddings/73f6e234-188b-4320-8c2d-ba90e003af8f.pt,5094,211957
4d118fdb-109d-442f-99c0-35701e804956,16,/Users/alecsong/School/capstone/embeddings/4d118fdb-109d-442f-99c0-35701e804956.pt,5105,11724
bc965c9d-1f5a-46b7-b1b9-fb60319db572,0,/Users/alecsong/School/capstone/embeddings/bc965c9d-1f5a-46b7-b1b9-fb60319db572.pt,5113,1729412
a5154956-c615-482f-965a-89074a391e2c,73,/Users/alecsong/School/capstone/embeddings/a5154956-c615-482f-965a-89074a391e2c.pt,5219,1656366
2a1f32de-4b0f-49a8-916f-1f3ac189d064,8,/Users/alecsong/School/capstone/embeddings/2a1f32de-4b0f-49a8-916f-1f3ac189d064.pt,5282,135070
e00c1a35-c076-48b0-bc7d-06abd2d526c1,24,/Users/alecsong/School/capstone/embeddings/e00c1a35-c076-48b0-bc7d-06abd2d526c1.pt,5336,1165190
986e5c58-b359-4793-8cb2-aa7e7d79cfbb,6,/Users/alecsong/School/capstone/embeddings/986e5c58-b359-4793-8cb2-aa7e7d79cfbb.pt,5340,172987
43e97e4c-4ca8-4876-9aa3-b0cae96398d3,63,/Users/alecsong/School/capstone/embeddings/43e97e4c-4ca8-4876-9aa3-b0cae96398d3.pt,5345,1100316
e50034ab-488c-48a9-b380-faf90c3ec829,56,/Users/alecsong/School/capstone/embeddings/e50034ab-488c-48a9-b380-faf90c3ec829.pt,5459,496015
934735c6-ddd6-4876-a975-29d2665a97b4,56,/Users/alecsong/School/capstone/embeddings/934735c6-ddd6-4876-a975-29d2665a97b4.pt,5486,108478
3a039df4-9d66-4db8-aa42-419ae2bc120d,0,/Users/alecsong/School/capstone/embeddings/3a039df4-9d66-4db8-aa42-419ae2bc120d.pt,5513,488799
852720e7-f5e5-407a-91ce-30c152c9d431,0,/Users/alecsong/School/capstone/embeddings/852720e7-f5e5-407a-91ce-30c152c9d431.pt,5608,1719984
1e8dff5e-c790-4ed6-85c2-6f83540ced30,0,/Users/alecsong/School/capstone/embeddings/1e8dff5e-c790-4ed6-85c2-6f83540ced30.pt,5608,900100005608
2c88ecc8-e4a4-48b8-adb0-f6d65458b6cf,0,/Users/alecsong/School/capstone/embeddings/2c88ecc8-e4a4-48b8-adb0-f6d65458b6cf.pt,5670,487028
86a5e70b-ce3d-4e76-a3a4-87fb9158495a,0,/Users/alecsong/School/capstone/embeddings/86a5e70b-ce3d-4e76-a3a4-87fb9158495a.pt,5728,561809
50e6f6d3-c911-43d2-87bc-04869f684c53,25,/Users/alecsong/School/capstone/embeddings/50e6f6d3-c911-43d2-87bc-04869f684c53.pt,5756,1829328
9a2d85ff-deb6-4317-af67-0cd7cddecf14,15,/Users/alecsong/School/capstone/embeddings/9a2d85ff-deb6-4317-af67-0cd7cddecf14.pt,5804,49631
f215e9d7-36ea-4aaa-9937-b1b695388f6e,26,/Users/alecsong/School/capstone/embeddings/f215e9d7-36ea-4aaa-9937-b1b695388f6e.pt,5828,1434448
941d16b1-4ed0-4302-af76-10517038f57f,66,/Users/alecsong/School/capstone/embeddings/941d16b1-4ed0-4302-af76-10517038f57f.pt,5832,1634882
d6acbb8d-f6b2-48de-a646-fad1b188b7c8,41,/Users/alecsong/School/capstone/embeddings/d6acbb8d-f6b2-48de-a646-fad1b188b7c8.pt,5860,1504018
77d81685-7d66-4fa5-8713-9e7798128b2b,73,/Users/alecsong/School/capstone/embeddings/77d81685-7d66-4fa5-8713-9e7798128b2b.pt,5862,2196504
21bd2172-8690-49a0-9818-6511f14b2b22,0,/Users/alecsong/School/capstone/embeddings/21bd2172-8690-49a0-9818-6511f14b2b22.pt,5882,427798
2b9b68b4-9224-4cbd-882e-f5dad639d07c,64,/Users/alecsong/School/capstone/embeddings/2b9b68b4-9224-4cbd-882e-f5dad639d07c.pt,5906,1628771
610c3325-6801-410b-b437-9820b959b8a6,0,/Users/alecsong/School/capstone/embeddings/610c3325-6801-410b-b437-9820b959b8a6.pt,5915,1329632
f13274a7-c378-470e-9df3-b1f069d6e5f9,71,/Users/alecsong/School/capstone/embeddings/f13274a7-c378-470e-9df3-b1f069d6e5f9.pt,5961,2105187
29a17ab7-c405-40ed-8ca0-9b59b898d8a9,58,/Users/alecsong/School/capstone/embeddings/29a17ab7-c405-40ed-8ca0-9b59b898d8a9.pt,5965,26716
6f756800-2774-4df4-81ab-f51082ee8975,4,/Users/alecsong/School/capstone/embeddings/6f756800-2774-4df4-81ab-f51082ee8975.pt,5967,160164
bb3a99b8-f4bc-4af8-96b7-40b2771196b6,8,/Users/alecsong/School/capstone/embeddings/bb3a99b8-f4bc-4af8-96b7-40b2771196b6.pt,6004,1376069
899b8af1-35dd-4c4c-99c9-ce91145e0dd9,37,/Users/alecsong/School/capstone/embeddings/899b8af1-35dd-4c4c-99c9-ce91145e0dd9.pt,6028,647154
d26af33e-83bd-409b-b6b3-803d1a548b91,11,/Users/alecsong/School/capstone/embeddings/d26af33e-83bd-409b-b6b3-803d1a548b91.pt,6091,269791
4c581063-1d32-4fc8-8289-0ee9a3936c4b,30,/Users/alecsong/School/capstone/embeddings/4c581063-1d32-4fc8-8289-0ee9a3936c4b.pt,6101,614701
647a5008-f9b4-44ab-886e-cefe1af8f0cc,8,/Users/alecsong/School/capstone/embeddings/647a5008-f9b4-44ab-886e-cefe1af8f0cc.pt,6146,177261
c06a96ab-4835-454a-9864-39e20cca251a,46,/Users/alecsong/School/capstone/embeddings/c06a96ab-4835-454a-9864-39e20cca251a.pt,6151,1544793
b9680653-0193-4d3e-aa16-87035cac3df1,27,/Users/alecsong/School/capstone/embeddings/b9680653-0193-4d3e-aa16-87035cac3df1.pt,6293,296514
2dd33ae0-ef2d-43f4-99d2-9fce3b01a713,30,/Users/alecsong/School/capstone/embeddings/2dd33ae0-ef2d-43f4-99d2-9fce3b01a713.pt,6318,1247135
8d509f33-6b69-4328-b0f1-5e0d52b55893,26,/Users/alecsong/School/capstone/embeddings/8d509f33-6b69-4328-b0f1-5e0d52b55893.pt,6332,1307669
bcb348b9-1b7b-4295-8fa1-d20e964b2ce9,37,/Users/alecsong/School/capstone/embeddings/bcb348b9-1b7b-4295-8fa1-d20e964b2ce9.pt,6338,190539
dd685964-f717-4198-83e2-b44cb1120077,62,/Users/alecsong/School/capstone/embeddings/dd685964-f717-4198-83e2-b44cb1120077.pt,6428,1969000
87414c99-a546-430d-87b3-a8e0a7c31666,25,/Users/alecsong/School/capstone/embeddings/87414c99-a546-430d-87b3-a8e0a7c31666.pt,6590,282892
ca64db57-9943-4c72-a73c-7ff4f332ecab,37,/Users/alecsong/School/capstone/embeddings/ca64db57-9943-4c72-a73c-7ff4f332ecab.pt,6715,652861
cc7a4eb2-2a81-46c3-a6f4-bbf75ba6e05b,24,/Users/alecsong/School/capstone/embeddings/cc7a4eb2-2a81-46c3-a6f4-bbf75ba6e05b.pt,6780,1423553
4795a502-8521-47d8-a2fd-4aa20b8c467f,0,/Users/alecsong/School/capstone/embeddings/4795a502-8521-47d8-a2fd-4aa20b8c467f.pt,6864,429453
90092b58-e93d-404e-b3c7-f9c69a48e055,0,/Users/alecsong/School/capstone/embeddings/90092b58-e93d-404e-b3c7-f9c69a48e055.pt,6870,238279
04582330-5400-497a-95ac-b7e33e354069,20,/Users/alecsong/School/capstone/embeddings/04582330-5400-497a-95ac-b7e33e354069.pt,6873,580481
dacdecd3-b4f9-45ec-a7df-c34425642c08,0,/Users/alecsong/School/capstone/embeddings/dacdecd3-b4f9-45ec-a7df-c34425642c08.pt,6935,1745314
91aee739-e568-4178-841b-268cb5da918b,0,/Users/alecsong/School/capstone/embeddings/91aee739-e568-4178-841b-268cb5da918b.pt,6941,446382
d97ca665-e57b-4293-a973-348c47ac3226,56,/Users/alecsong/School/capstone/embeddings/d97ca665-e57b-4293-a973-348c47ac3226.pt,6981,377798
7cf5c878-58f2-4133-b2cd-948ee9a5a3c2,36,/Users/alecsong/School/capstone/embeddings/7cf5c878-58f2-4133-b2cd-948ee9a5a3c2.pt,6998,626530
a533f048-61c6-496a-b551-c5df26b9cafd,0,/Users/alecsong/School/capstone/embeddings/a533f048-61c6-496a-b551-c5df26b9cafd.pt,7023,199230
6b82130d-39a7-4347-b7a1-699de4d0e712,79,/Users/alecsong/School/capstone/embeddings/6b82130d-39a7-4347-b7a1-699de4d0e712.pt,7214,342965
2b838f93-b46f-4d6a-96e8-46ee442effdb,9,/Users/alecsong/School/capstone/embeddings/2b838f93-b46f-4d6a-96e8-46ee442effdb.pt,7297,1382405
262573d8-a325-4044-abbc-26c66b61611c,23,/Users/alecsong/School/capstone/embeddings/262573d8-a325-4044-abbc-26c66b61611c.pt,7393,595944
1553ca4b-976d-441c-bfcb-1cba0ad64f82,18,/Users/alecsong/School/capstone/embeddings/1553ca4b-976d-441c-bfcb-1cba0ad64f82.pt,7414,276981
5bee4463-b21e-4e43-8aea-324e38dcaee6,25,/Users/alecsong/School/capstone/embeddings/5bee4463-b21e-4e43-8aea-324e38dcaee6.pt,7444,1831927
43af01fe-9217-4582-bbc4-d3b490dc6857,0,/Users/alecsong/School/capstone/embeddings/43af01fe-9217-4582-bbc4-d3b490dc6857.pt,7500,2013473
3d6c8a10-39d1-487f-aad3-fcf9599d0e07,14,/Users/alecsong/School/capstone/embeddings/3d6c8a10-39d1-487f-aad3-fcf9599d0e07.pt,7627,1400356
703a76ec-29eb-487e-b676-d355b4558302,0,/Users/alecsong/School/capstone/embeddings/703a76ec-29eb-487e-b676-d355b4558302.pt,7642,1758165
e6b35007-6e84-4d74-8cc1-9baf305b370f,28,/Users/alecsong/School/capstone/embeddings/e6b35007-6e84-4d74-8cc1-9baf305b370f.pt,7643,1842822
a6bb644c-2e3c-4bf3-9fbb-42e4704036b2,46,/Users/alecsong/School/capstone/embeddings/a6bb644c-2e3c-4bf3-9fbb-42e4704036b2.pt,7666,174940
cddf6c41-2ffb-47d7-8fa4-99707f0a6526,29,/Users/alecsong/School/capstone/embeddings/cddf6c41-2ffb-47d7-8fa4-99707f0a6526.pt,7778,602429
48104bb3-5668-4d6d-9c30-f399575a30d3,0,/Users/alecsong/School/capstone/embeddings/48104bb3-5668-4d6d-9c30-f399575a30d3.pt,7819,217984
294d10f5-632f-4dd4-8ebb-7f3f6debc2d0,47,/Users/alecsong/School/capstone/embeddings/294d10f5-632f-4dd4-8ebb-7f3f6debc2d0.pt,7913,2111512
2da815c7-bcbe-4e96-89b5-9c1f7365358e,42,/Users/alecsong/School/capstone/embeddings/2da815c7-bcbe-4e96-89b5-9c1f7365358e.pt,7946,687626
22a92da5-0bd6-43c2-baae-6386188a9d46,29,/Users/alecsong/School/capstone/embeddings/22a92da5-0bd6-43c2-baae-6386188a9d46.pt,8095,602953
11176315-5698-4a9f-a20f-c2217f20130e,74,/Users/alecsong/School/capstone/embeddings/11176315-5698-4a9f-a20f-c2217f20130e.pt,8218,340922
46965981-ed72-44c4-a826-f1c3e540cc5b,67,/Users/alecsong/School/capstone/embeddings/46965981-ed72-44c4-a826-f1c3e540cc5b.pt,8284,1640088
7f54cd04-1c11-4258-b395-ddaf54a34c0a,3,/Users/alecsong/School/capstone/embeddings/7f54cd04-1c11-4258-b395-ddaf54a34c0a.pt,8339,149330
3c919dbb-adcf-454d-a19d-01817e40f4b5,0,/Users/alecsong/School/capstone/embeddings/3c919dbb-adcf-454d-a19d-01817e40f4b5.pt,8422,224096
acdc0619-90cd-4061-85f3-7f22a6b5a56b,60,/Users/alecsong/School/capstone/embeddings/acdc0619-90cd-4061-85f3-7f22a6b5a56b.pt,8429,118999
02405315-d4c4-49df-ac9d-55a46a500750,0,/Users/alecsong/School/capstone/embeddings/02405315-d4c4-49df-ac9d-55a46a500750.pt,8429,1290706
8af336a1-c210-4cdb-9a0c-c18d8c4e13ae,30,/Users/alecsong/School/capstone/embeddings/8af336a1-c210-4cdb-9a0c-c18d8c4e13ae.pt,8504,2200183
9c463c28-3715-418d-8846-cf41c5fd9493,0,/Users/alecsong/School/capstone/embeddings/9c463c28-3715-418d-8846-cf41c5fd9493.pt,8630,557678
d589dd98-4937-4d1a-a331-982c24006fb1,0,/Users/alecsong/School/capstone/embeddings/d589dd98-4937-4d1a-a331-982c24006fb1.pt,8657,215789
1c0b5fa7-c9e2-4a1b-aa9a-c702646ec570,0,/Users/alecsong/School/capstone/embeddings/1c0b5fa7-c9e2-4a1b-aa9a-c702646ec570.pt,8659,1262870
d23a24a3-3369-44ad-9e08-ba45b9a5389b,2,/Users/alecsong/School/capstone/embeddings/d23a24a3-3369-44ad-9e08-ba45b9a5389b.pt,8834,345351
4fd245c1-0d0e-44f6-86da-0d5a564c0b54,0,/Users/alecsong/School/capstone/embeddings/4fd245c1-0d0e-44f6-86da-0d5a564c0b54.pt,8965,1736301
76ad6d01-7875-4c5d-a6b2-879c668df793,0,/Users/alecsong/School/capstone/embeddings/76ad6d01-7875-4c5d-a6b2-879c668df793.pt,9029,1331294
374a17b7-55ab-4b86-bedd-445a04a6ccae,7,/Users/alecsong/School/capstone/embeddings/374a17b7-55ab-4b86-bedd-445a04a6ccae.pt,9060,397957
c2a9632e-28c3-4d39-9a06-38eda63c0111,0,/Users/alecsong/School/capstone/embeddings/c2a9632e-28c3-4d39-9a06-38eda63c0111.pt,9112,264123
c42e42ac-867e-4690-94b9-efe5f2aa30ca,16,/Users/alecsong/School/capstone/embeddings/c42e42ac-867e-4690-94b9-efe5f2aa30ca.pt,9133,15321
46cbee8c-9323-4daa-9372-f4835383bfc0,75,/Users/alecsong/School/capstone/embeddings/46cbee8c-9323-4daa-9372-f4835383bfc0.pt,9180,1154208
b1ec503b-1366-4ed8-83b2-42da14b5c646,0,/Users/alecsong/School/capstone/embeddings/b1ec503b-1366-4ed8-83b2-42da14b5c646.pt,9556,513007
d96a4f04-611d-41c9-9959-25dc51adbff5,40,/Users/alecsong/School/capstone/embeddings/d96a4f04-611d-41c9-9959-25dc51adbff5.pt,9556,1874277
a86ce969-dc63-494f-870e-b30c42accddd,4,/Users/alecsong/School/capstone/embeddings/a86ce969-dc63-494f-870e-b30c42accddd.pt,9599,161263
2dc2f084-b8e9-4e33-9297-71da4197f548,30,/Users/alecsong/School/capstone/embeddings/2dc2f084-b8e9-4e33-9297-71da4197f548.pt,9608,2085338
a1959588-3f46-4533-8b91-5765c9b92f78,0,/Users/alecsong/School/capstone/embeddings/a1959588-3f46-4533-8b91-5765c9b92f78.pt,9800,2007463
fc50a213-ad2c-4022-a692-bcff3eb351cc,0,/Users/alecsong/School/capstone/embeddings/fc50a213-ad2c-4022-a692-bcff3eb351cc.pt,9846,461033
64cc5d62-97a7-4ace-8454-9d72dd307779,58,/Users/alecsong/School/capstone/embeddings/64cc5d62-97a7-4ace-8454-9d72dd307779.pt,9904,20129
78038c75-0ab6-4fd9-81c5-52cc4cbed5e6,25,/Users/alecsong/School/capstone/embeddings/78038c75-0ab6-4fd9-81c5-52cc4cbed5e6.pt,9910,1831757
b0c1971e-2651-48a0-a435-3408244137bd,24,/Users/alecsong/School/capstone/embeddings/b0c1971e-2651-48a0-a435-3408244137bd.pt,9941,1420627
f0cac3fa-6376-4067-b8cd-d6ffca1571aa,0,/Users/alecsong/School/capstone/embeddings/f0cac3fa-6376-4067-b8cd-d6ffca1571aa.pt,9987,1745011
